Geneid,Length,Description
TRINITY_DN202239_c0_g1_i3,2370,Protein-tyrosine-phosphatase IBR5
TRINITY_DN210939_c2_g1_i5,2367,NA
TRINITY_DN210092_c0_g2_i7,2366,NA
TRINITY_DN205640_c0_g1_i1,2362,NA
TRINITY_DN206059_c0_g2_i1,2362,NA
TRINITY_DN192398_c0_g1_i1,2362,Rop guanine nucleotide exchange factor 9
TRINITY_DN194673_c0_g1_i3,2358,RNA polymerase sigma factor sigB
TRINITY_DN212770_c2_g1_i3,2357,Pentatricopeptide repeat-containing protein At5g15300
TRINITY_DN201463_c1_g1_i5,2355,NA
TRINITY_DN202070_c0_g1_i5,2354,Mitochondrial substrate carrier family protein B
TRINITY_DN201608_c0_g2_i11,2352,"Putative D-cysteine desulfhydrase 2, mitochondrial"
TRINITY_DN213760_c0_g1_i7,2350,NA
TRINITY_DN206499_c0_g1_i10,2349,Putative ubiquitin-conjugating enzyme E2 38
TRINITY_DN78103_c0_g1_i2,2342,Ankyrin repeat and SOCS box protein 2
TRINITY_DN208853_c0_g1_i1,2339,NA
TRINITY_DN209437_c0_g1_i5,2335,Ubiquitin domain-containing protein DSK2b
TRINITY_DN203343_c0_g2_i1,2333,"WEB family protein At5g16730, chloroplastic"
TRINITY_DN199152_c1_g1_i4,2333,Scarecrow-like protein 6
TRINITY_DN194394_c0_g1_i2,2333,Probable E3 ubiquitin-protein ligase RHY1A
TRINITY_DN194301_c0_g1_i2,2333,NA
TRINITY_DN199246_c2_g5_i1,2332,Citrate synthase
TRINITY_DN187122_c2_g3_i1,2320,50S ribosomal protein L5
TRINITY_DN210434_c0_g1_i1,2318,Uncharacterized TPR repeat-containing protein At1g05150
TRINITY_DN208812_c0_g1_i1,2314,Phospholipase A(1) LCAT3
TRINITY_DN193638_c1_g1_i7,2312,Probable serine/threonine-protein kinase WNK5
TRINITY_DN212023_c0_g2_i4,2310,NA
TRINITY_DN200289_c0_g1_i1,2308,L-type lectin-domain containing receptor kinase IV.1
TRINITY_DN194202_c1_g4_i1,2307,Probable LRR receptor-like serine/threonine-protein kinase At3g47570
TRINITY_DN199905_c0_g1_i1,2306,NA
TRINITY_DN197787_c0_g1_i6,2305,NA
TRINITY_DN202168_c0_g2_i3,2302,NA
TRINITY_DN186166_c0_g1_i1,2302,Zinc finger BED domain-containing protein RICESLEEPER 2
TRINITY_DN205138_c1_g1_i4,2301,LRR receptor kinase SERL2
TRINITY_DN199826_c0_g1_i5,2300,NA
TRINITY_DN211455_c0_g4_i3,2299,NA
TRINITY_DN207835_c0_g1_i1,2297,PTI1-like tyrosine-protein kinase At3g15890
TRINITY_DN198557_c4_g2_i1,2292,Retrovirus-related Pol polyprotein from transposon 412
TRINITY_DN212966_c1_g1_i3,2288,Protein misato homolog 1
TRINITY_DN201674_c0_g1_i12,2286,NA
TRINITY_DN213071_c3_g1_i15,2286,Uncharacterized protein YnbB
TRINITY_DN207464_c0_g1_i3,2283,Probable potassium transporter 15
TRINITY_DN216329_c0_g1_i1,2283,Protein trichome berefringence-like 7
TRINITY_DN216805_c2_g2_i4,2281,Protein ANTI-SILENCING 1
TRINITY_DN206390_c0_g1_i1,2281,Calcineurin B-like protein 3
TRINITY_DN204943_c5_g1_i8,2280,Protein CONTINUOUS VASCULAR RING 1
TRINITY_DN197510_c3_g2_i2,2279,Exocyst complex component EXO70A1
TRINITY_DN213777_c2_g3_i3,2276,Zinc finger BED domain-containing protein RICESLEEPER 2
TRINITY_DN198895_c2_g1_i9,2274,NAC domain-containing protein 83
TRINITY_DN215866_c0_g1_i3,2271,NA
TRINITY_DN217953_c3_g1_i3,2271,Auxin response factor 17
TRINITY_DN204293_c0_g1_i7,2269,NA
TRINITY_DN197072_c0_g1_i1,2261,F-box/kelch-repeat protein At1g74510
TRINITY_DN217747_c3_g2_i1,2260,NA
TRINITY_DN215937_c0_g2_i3,2254,Serine/threonine-protein kinase ATM
TRINITY_DN213600_c1_g2_i13,2253,NA
TRINITY_DN214323_c0_g1_i4,2251,Protein IQ-DOMAIN 1
TRINITY_DN199015_c0_g1_i1,2251,Serpin-ZXA
TRINITY_DN203052_c0_g1_i6,2247,NA
TRINITY_DN212047_c1_g1_i11,2244,Transcription initiation factor TFIID subunit 12b
TRINITY_DN199866_c3_g1_i2,2241,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
TRINITY_DN212172_c0_g1_i6,2240,NA
TRINITY_DN204541_c0_g1_i3,2237,NA
TRINITY_DN211512_c0_g1_i2,2234,NA
TRINITY_DN202777_c1_g1_i2,2233,Probable L-type lectin-domain containing receptor kinase S.7
TRINITY_DN217175_c2_g1_i9,2233,TSL-kinase interacting protein 1
TRINITY_DN199968_c1_g4_i4,2231,NA
TRINITY_DN191817_c1_g1_i4,2224,Transposase for insertion sequence element IS904
TRINITY_DN213620_c2_g1_i3,2220,Replication factor C subunit 2
TRINITY_DN203125_c0_g1_i6,2220,Eukaryotic translation initiation factor 3 subunit E
TRINITY_DN203575_c2_g1_i7,2219,NA
TRINITY_DN195941_c3_g1_i6,2218,Mannose/glucose-specific lectin
TRINITY_DN206479_c0_g2_i2,2215,NA
TRINITY_DN217908_c1_g1_i5,2211,NA
TRINITY_DN209539_c0_g1_i2,2208,NA
TRINITY_DN200300_c0_g1_i4,2207,NA
TRINITY_DN187991_c0_g1_i1,2203,Uncharacterized transporter YclF
TRINITY_DN214317_c0_g2_i1,2202,NA
TRINITY_DN192938_c0_g1_i1,2201,NA
TRINITY_DN193931_c0_g1_i8,2200,Serine carboxypeptidase-like 2
TRINITY_DN192768_c0_g1_i1,2196,Acyl transferase 1
TRINITY_DN204239_c1_g1_i1,2195,Protein Brevis radix-like 2
TRINITY_DN217749_c2_g1_i1,2194,Probable cysteine protease RD21B
TRINITY_DN216792_c1_g2_i7,2183,NA
TRINITY_DN217216_c1_g2_i1,2182,Protein FAR1-RELATED SEQUENCE 6
TRINITY_DN213832_c1_g1_i3,2178,NA
TRINITY_DN206463_c0_g1_i9,2173,Protein LAZ1 homolog 1
TRINITY_DN208003_c0_g1_i5,2170,NA
TRINITY_DN205124_c0_g1_i8,2169,NA
TRINITY_DN195451_c2_g4_i4,2167,NA
TRINITY_DN212455_c0_g2_i4,2165,NA
TRINITY_DN204663_c0_g1_i2,2164,"Shikimate kinase 1, chloroplastic"
TRINITY_DN217281_c1_g1_i5,2164,Protein WVD2-like 7
TRINITY_DN196605_c0_g1_i5,2163,"50S ribosomal protein L28, chloroplastic"
TRINITY_DN208228_c0_g1_i1,2157,"Calcium-transporting ATPase 3, plasma membrane-type"
TRINITY_DN211159_c0_g3_i4,2155,Urease accessory protein F
TRINITY_DN216709_c2_g2_i1,2155,NA
TRINITY_DN195023_c0_g1_i4,2154,NA
TRINITY_DN297540_c0_g1_i1,2154,EH domain-binding protein 1-like protein 1
TRINITY_DN212144_c0_g1_i3,2153,NA
TRINITY_DN211858_c0_g1_i5,2153,"Pentatricopeptide repeat-containing protein At1g13040, mitochondrial"
TRINITY_DN208824_c0_g2_i1,2153,NA
TRINITY_DN193231_c0_g1_i4,2152,NA
TRINITY_DN201830_c0_g1_i2,2151,"Protein FAF-like, chloroplastic"
TRINITY_DN218298_c7_g3_i3,2151,Protein NUCLEAR FUSION DEFECTIVE 4
TRINITY_DN213648_c0_g1_i8,2149,"Phenylalanine--tRNA ligase alpha subunit, cytoplasmic"
TRINITY_DN196158_c1_g1_i7,2147,NA
TRINITY_DN199582_c0_g3_i5,2146,NA
TRINITY_DN215344_c1_g1_i18,2144,NA
TRINITY_DN195779_c1_g4_i2,2143,Cytochrome P450 711A1
TRINITY_DN204083_c1_g1_i5,2142,"Glucan endo-1,3-beta-glucosidase 8"
TRINITY_DN198383_c0_g3_i4,2141,Actin-related protein 5
TRINITY_DN207685_c0_g3_i1,2139,"Pentatricopeptide repeat-containing protein At3g02330, mitochondrial"
TRINITY_DN196385_c1_g1_i1,2137,NA
TRINITY_DN196218_c0_g1_i3,2135,RHOMBOID-like protein 4
TRINITY_DN216807_c1_g3_i2,2132,Putative pentatricopeptide repeat-containing protein At5g43820
TRINITY_DN197409_c2_g2_i1,2131,Putative ribonuclease H protein At1g65750
TRINITY_DN198048_c0_g2_i5,2127,Probable cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL1
TRINITY_DN201677_c2_g2_i2,2125,NA
TRINITY_DN194439_c0_g1_i7,2124,NA
TRINITY_DN216668_c2_g1_i5,2124,Cleavage stimulating factor 64
TRINITY_DN201296_c0_g1_i1,2120,Putative E3 ubiquitin-protein ligase RF4
TRINITY_DN215096_c0_g1_i5,2119,NA
TRINITY_DN185791_c0_g1_i1,2118,NA
TRINITY_DN217009_c2_g3_i1,2112,Mitogen-activated protein kinase kinase kinase YODA
TRINITY_DN214761_c1_g1_i1,2112,Protein PLASTID MOVEMENT IMPAIRED 2
TRINITY_DN212822_c0_g1_i15,2110,Amino acid transporter AVT1C
TRINITY_DN203944_c0_g1_i5,2109,Capsular polysaccharide biosynthesis glycosyltransferase CapM
TRINITY_DN215213_c0_g1_i6,2108,NA
TRINITY_DN204649_c0_g1_i1,2106,NA
TRINITY_DN204526_c1_g1_i1,2105,T-complex protein 1 subunit delta
TRINITY_DN206341_c1_g1_i11,2104,NA
TRINITY_DN216209_c1_g1_i3,2103,Nucleolar protein 6
TRINITY_DN205885_c1_g2_i1,2102,"Sec-independent protein translocase protein TATC, chloroplastic"
TRINITY_DN193445_c0_g1_i2,2101,Serine/threonine-protein kinase 16
TRINITY_DN197635_c0_g2_i1,2101,Retrovirus-related Pol polyprotein from transposon 297
TRINITY_DN171600_c0_g1_i4,2099,NA
TRINITY_DN185819_c0_g2_i1,2094,NA
TRINITY_DN204058_c1_g2_i4,2091,NA
TRINITY_DN206535_c1_g1_i5,2089,Putative cysteine-rich receptor-like protein kinase 35
TRINITY_DN213623_c0_g3_i3,2087,NA
TRINITY_DN208638_c0_g1_i2,2087,Uncharacterized protein YKR070W
TRINITY_DN209344_c1_g1_i10,2084,NA
TRINITY_DN192789_c0_g3_i1,2083,NA
TRINITY_DN216158_c2_g1_i1,2082,NA
TRINITY_DN209420_c0_g1_i7,2082,NA
TRINITY_DN203584_c0_g1_i10,2082,Lysine histidine transporter-like 1
TRINITY_DN202054_c0_g1_i2,2080,NA
TRINITY_DN200722_c1_g1_i6,2080,NA
TRINITY_DN202147_c0_g1_i10,2080,Zinc finger BED domain-containing protein RICESLEEPER 2
TRINITY_DN198636_c0_g1_i1,2079,Probable galacturonosyltransferase 13
TRINITY_DN217229_c1_g1_i2,2079,NA
TRINITY_DN205760_c0_g2_i2,2078,Double-stranded RNA-binding protein 1
TRINITY_DN197783_c3_g1_i1,2075,Retrovirus-related Pol polyprotein from transposon RE1
TRINITY_DN211645_c1_g1_i3,2073,Cell division cycle protein 48 homolog
TRINITY_DN218061_c1_g2_i6,2073,NA
TRINITY_DN201980_c2_g1_i3,2073,"30S ribosomal protein S5, chloroplastic"
TRINITY_DN214393_c1_g1_i2,2071,NA
TRINITY_DN203023_c0_g2_i10,2068,NA
TRINITY_DN196515_c2_g1_i4,2066,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
TRINITY_DN199522_c0_g1_i5,2065,NA
TRINITY_DN214401_c2_g1_i7,2065,Puromycin-sensitive aminopeptidase
TRINITY_DN216888_c1_g1_i5,2056,NA
TRINITY_DN207982_c0_g1_i1,2055,"Ribose-phosphate pyrophosphokinase 2, chloroplastic"
TRINITY_DN211921_c1_g1_i11,2051,NA
TRINITY_DN208190_c0_g7_i2,2051,Cysteine-rich receptor-like protein kinase 41
TRINITY_DN205184_c0_g1_i1,2050,HemK methyltransferase family member 2
TRINITY_DN194200_c0_g1_i1,2050,60 kDa chaperonin
TRINITY_DN197407_c0_g1_i1,2050,NA
TRINITY_DN192429_c1_g1_i1,2045,NA
TRINITY_DN216563_c0_g1_i2,2043,NA
TRINITY_DN205966_c1_g3_i4,2041,NA
TRINITY_DN203128_c0_g1_i7,2041,Probable mannan synthase 2
TRINITY_DN204283_c0_g1_i2,2041,NA
TRINITY_DN217101_c2_g1_i2,2037,Probable histone H2AXb
TRINITY_DN213503_c2_g2_i3,2035,NA
TRINITY_DN215987_c0_g1_i5,2034,NA
TRINITY_DN200232_c0_g1_i1,2034,NA
TRINITY_DN217422_c1_g1_i7,2034,NA
TRINITY_DN216646_c0_g1_i2,2032,Probable serine/threonine-protein kinase SIS8
TRINITY_DN190593_c2_g1_i5,2032,Cysteine-rich receptor-like protein kinase 6
TRINITY_DN198366_c1_g1_i6,2031,NA
TRINITY_DN209867_c0_g1_i1,2030,CRIB domain-containing protein RIC10
TRINITY_DN211603_c1_g4_i4,2029,"Ornithine aminotransferase, mitochondrial"
TRINITY_DN205446_c0_g1_i16,2029,Cyclin-H1-1
TRINITY_DN209207_c2_g1_i5,2027,NA
TRINITY_DN204457_c0_g1_i2,2027,NA
TRINITY_DN217209_c1_g1_i2,2026,Serine/threonine-protein kinase CTR1
TRINITY_DN201134_c0_g1_i5,2023,LOB domain-containing protein 36
TRINITY_DN205217_c5_g1_i3,2021,Nucleolar protein 56
TRINITY_DN203981_c0_g1_i2,2019,NA
TRINITY_DN203588_c1_g6_i1,2019,Putative ribonuclease H protein At1g65750
TRINITY_DN197884_c0_g4_i1,2019,NA
TRINITY_DN204402_c0_g1_i7,2015,E3 ubiquitin-protein ligase AIRP2
TRINITY_DN209325_c0_g2_i4,2013,DEAD-box ATP-dependent RNA helicase 57
TRINITY_DN201332_c1_g2_i2,2012,NA
TRINITY_DN199573_c0_g1_i1,2010,NA
TRINITY_DN214376_c0_g1_i1,2010,Probable protein S-acyltransferase 23
TRINITY_DN183330_c0_g1_i1,2006,Ribonuclease VapC12
TRINITY_DN213451_c0_g1_i1,2006,NA
TRINITY_DN205899_c2_g1_i2,2005,NA
TRINITY_DN197053_c0_g1_i1,2004,NA
TRINITY_DN199860_c4_g1_i3,2003,NA
TRINITY_DN208970_c1_g2_i1,2003,Beta-sesquiphellandrene synthase
TRINITY_DN198224_c1_g4_i5,2002,NA
TRINITY_DN198678_c0_g4_i2,2002,O-methyltransferase ZRP4
TRINITY_DN185958_c0_g2_i1,1998,Histone-lysine N-methyltransferase 2C
TRINITY_DN203364_c0_g1_i11,1998,NA
TRINITY_DN197202_c0_g3_i2,1997,NA
TRINITY_DN199111_c2_g1_i3,1993,Glycerophosphodiester phosphodiesterase GDPD5
TRINITY_DN192972_c1_g1_i2,1992,Scarecrow-like protein 3
TRINITY_DN215069_c1_g2_i2,1990,NA
TRINITY_DN202083_c1_g1_i3,1989,"PGR5-like protein 1A, chloroplastic"
TRINITY_DN212042_c0_g1_i1,1988,Protein disulfide isomerase-like 5-4
TRINITY_DN210667_c0_g3_i2,1987,Two-component response regulator ORR22
TRINITY_DN203564_c0_g1_i1,1987,WAT1-related protein At5g64700
TRINITY_DN198755_c0_g1_i6,1984,60S ribosomal protein L21-2
TRINITY_DN202485_c0_g1_i7,1982,NA
TRINITY_DN206613_c0_g1_i8,1982,Uncharacterized lipoprotein syc1174_c
TRINITY_DN212236_c1_g1_i1,1979,Protein ABHD13
TRINITY_DN212284_c0_g2_i1,1977,NA
TRINITY_DN212028_c0_g1_i11,1976,NA
TRINITY_DN218062_c1_g2_i1,1975,NA
TRINITY_DN213297_c2_g1_i1,1974,NA
TRINITY_DN196207_c0_g1_i1,1974,Phosducin-like protein 3
TRINITY_DN208507_c0_g3_i2,1972,UDP-glycosyltransferase 89B2
TRINITY_DN213623_c0_g1_i8,1970,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
TRINITY_DN198871_c0_g1_i1,1967,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
TRINITY_DN214703_c0_g2_i5,1967,Protein SRG1
TRINITY_DN197365_c0_g1_i7,1966,NA
TRINITY_DN202232_c0_g1_i1,1964,Endoglucanase 18
TRINITY_DN206707_c1_g2_i1,1961,Tyrosine-sulfated glycopeptide receptor 1
TRINITY_DN217771_c3_g1_i3,1960,"Indole-3-glycerol phosphate synthase, chloroplastic"
TRINITY_DN189887_c0_g1_i4,1959,DDB1- and CUL4-associated factor 8
TRINITY_DN211833_c0_g2_i2,1955,bZIP transcription factor RISBZ2
TRINITY_DN202448_c0_g1_i3,1953,NA
TRINITY_DN218076_c0_g1_i5,1952,NA
TRINITY_DN207267_c0_g1_i6,1951,Hydroxymethylglutaryl-CoA synthase
TRINITY_DN194676_c0_g1_i2,1950,Probable protein phosphatase 2C 32
TRINITY_DN184199_c0_g1_i1,1949,Cathepsin D
TRINITY_DN207708_c0_g1_i5,1948,Mediator of RNA polymerase II transcription subunit 6
TRINITY_DN197669_c2_g2_i2,1948,GATA transcription factor 19
TRINITY_DN217052_c1_g1_i5,1947,NA
TRINITY_DN191640_c0_g1_i4,1947,Lysophospholipid acyltransferase LPEAT1
TRINITY_DN212853_c1_g1_i8,1946,Probable receptor-like protein kinase At2g42960
TRINITY_DN207739_c0_g2_i10,1946,NA
TRINITY_DN213772_c1_g1_i1,1945,Uncharacterized N-acetyltransferase p20
TRINITY_DN212943_c1_g2_i3,1945,Scarecrow-like protein 1
TRINITY_DN215114_c0_g3_i1,1944,Probable helicase MAGATAMA 3
TRINITY_DN196499_c0_g2_i3,1943,Transposase for insertion sequence element ISRM3
TRINITY_DN196075_c3_g1_i5,1939,NA
TRINITY_DN201785_c0_g1_i1,1939,NA
TRINITY_DN194321_c0_g1_i3,1938,Adenine/guanine permease AZG1
TRINITY_DN199175_c0_g1_i2,1937,NA
TRINITY_DN209137_c1_g3_i1,1937,NA
TRINITY_DN215955_c0_g2_i6,1934,NA
TRINITY_DN205815_c0_g1_i1,1931,DEAD-box ATP-dependent RNA helicase 16
TRINITY_DN164020_c0_g2_i1,1929,Uncharacterized protein Mb1524
TRINITY_DN193756_c3_g1_i3,1928,60S ribosomal protein L23a 2
TRINITY_DN214514_c0_g1_i15,1926,ADP-ribosylation factor GTPase-activating protein AGD4
TRINITY_DN208489_c0_g2_i2,1926,Protein gamma response 1
TRINITY_DN210824_c1_g1_i1,1926,NA
TRINITY_DN216876_c0_g1_i1,1923,Protein SENSITIVE TO PROTON RHIZOTOXICITY 1
TRINITY_DN217946_c2_g1_i5,1922,NA
TRINITY_DN186733_c0_g1_i4,1922,Peptidyl-prolyl cis-trans isomerase D
TRINITY_DN204381_c0_g2_i10,1922,NA
TRINITY_DN208898_c0_g1_i5,1921,NA
TRINITY_DN201589_c0_g4_i8,1920,NA
TRINITY_DN206585_c2_g1_i5,1918,Probable arabinosyltransferase ARAD1
TRINITY_DN201200_c0_g1_i1,1918,E3 ubiquitin ligase BIG BROTHER
TRINITY_DN194448_c2_g1_i7,1917,NA
TRINITY_DN209728_c1_g1_i1,1916,NA
TRINITY_DN199876_c1_g1_i6,1910,Pectin acetylesterase 5
TRINITY_DN209312_c1_g4_i3,1908,NA
TRINITY_DN213845_c0_g1_i1,1906,NA
TRINITY_DN199964_c1_g1_i9,1904,NA
TRINITY_DN127891_c0_g1_i1,1903,"Aspartate aminotransferase, cytoplasmic"
TRINITY_DN205570_c0_g2_i1,1903,NA
TRINITY_DN199616_c0_g4_i2,1903,NA
TRINITY_DN213799_c1_g2_i7,1902,NA
TRINITY_DN213963_c0_g2_i1,1900,Glucoamylase
TRINITY_DN173471_c0_g1_i1,1898,ADP-ribosylation factor GTPase-activating protein 2
TRINITY_DN191590_c0_g1_i4,1898,Putative transposase for insertion sequence element IS4SA
TRINITY_DN205800_c0_g1_i3,1896,"Small ribosomal subunit biogenesis GTPase RsgA 1, mitochondrial"
TRINITY_DN211202_c3_g1_i2,1890,NA
TRINITY_DN209700_c0_g1_i2,1890,Putative ribonuclease H protein At1g65750
TRINITY_DN197838_c0_g1_i2,1889,Bisdemethoxycurcumin synthase
TRINITY_DN214874_c1_g1_i1,1888,NA
TRINITY_DN195542_c1_g1_i4,1888,NA
TRINITY_DN192531_c0_g1_i1,1887,NA
TRINITY_DN208945_c0_g2_i7,1886,NA
TRINITY_DN215013_c1_g1_i3,1885,CBL-interacting protein kinase 16
TRINITY_DN202619_c1_g2_i8,1880,NA
TRINITY_DN195585_c0_g1_i6,1879,NA
TRINITY_DN215427_c1_g2_i2,1879,Eukaryotic translation initiation factor 3 subunit A
TRINITY_DN196482_c1_g4_i1,1878,Calcium-dependent protein kinase 2
TRINITY_DN192881_c0_g1_i1,1876,Alcohol dehydrogenase-like 7
TRINITY_DN208278_c1_g1_i7,1876,"Probable lipid-A-disaccharide synthase, mitochondrial"
TRINITY_DN188743_c0_g1_i5,1875,NA
TRINITY_DN194683_c0_g2_i2,1875,NA
TRINITY_DN215124_c0_g1_i5,1874,Cyclin-dependent kinase G-2
TRINITY_DN194907_c1_g2_i1,1872,NA
TRINITY_DN211415_c0_g3_i1,1871,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2
TRINITY_DN216729_c1_g1_i10,1870,SWI/SNF complex subunit SWI3C
TRINITY_DN183838_c0_g2_i1,1869,UPF0481 protein At3g47200
TRINITY_DN208184_c0_g1_i3,1869,NA
TRINITY_DN196426_c0_g1_i7,1868,Ubiquitin carboxyl-terminal hydrolase 12
TRINITY_DN212119_c1_g1_i5,1868,NA
TRINITY_DN202746_c0_g1_i7,1867,DELLA protein GAI1
TRINITY_DN202401_c0_g1_i2,1867,ER membrane protein complex subunit 8/9 homolog
TRINITY_DN209573_c0_g3_i1,1866,NA
TRINITY_DN199444_c0_g2_i7,1864,NA
TRINITY_DN210722_c0_g1_i5,1862,SWR1 complex subunit 2
TRINITY_DN196242_c0_g2_i1,1859,NA
TRINITY_DN210230_c0_g4_i2,1855,Protein WVD2-like 4
TRINITY_DN203475_c0_g2_i4,1853,Acyclic sesquiterpene synthase
TRINITY_DN215414_c1_g2_i5,1852,"Calcium uniporter protein 2, mitochondrial"
TRINITY_DN210418_c0_g1_i6,1852,Protein PLASTID TRANSCRIPTIONALLY ACTIVE 10
TRINITY_DN13116_c0_g1_i1,1851,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
TRINITY_DN216299_c1_g1_i3,1848,NA
TRINITY_DN208451_c0_g1_i2,1845,"Phosphoglycerate kinase, chloroplastic"
TRINITY_DN203956_c1_g1_i4,1844,Squamosa promoter-binding-like protein 18
TRINITY_DN207702_c0_g1_i1,1844,Nicotianamine aminotransferase A
TRINITY_DN212623_c0_g2_i2,1843,NA
TRINITY_DN196199_c1_g2_i1,1843,NA
TRINITY_DN215151_c1_g1_i7,1840,NA
TRINITY_DN188581_c0_g1_i4,1839,CSC1-like protein At3g54510
TRINITY_DN203082_c0_g1_i3,1839,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
TRINITY_DN201709_c1_g2_i3,1838,NA
TRINITY_DN169792_c1_g1_i3,1835,NA
TRINITY_DN208270_c1_g2_i3,1834,Proteasome subunit alpha type-3
TRINITY_DN206782_c0_g2_i2,1833,"Mitochondrial phosphate carrier protein 3, mitochondrial"
TRINITY_DN218003_c1_g1_i2,1830,NA
TRINITY_DN214550_c1_g1_i2,1829,Mediator of RNA polymerase II transcription subunit 15a
TRINITY_DN214080_c0_g1_i7,1829,"Folate-biopterin transporter 1, chloroplastic"
TRINITY_DN217362_c3_g1_i3,1827,NA
TRINITY_DN198868_c2_g1_i1,1827,NA
TRINITY_DN199162_c0_g4_i3,1825,Heparanase-like protein 3
TRINITY_DN190666_c0_g1_i1,1824,NA
TRINITY_DN204013_c1_g1_i3,1820,NA
TRINITY_DN177795_c0_g1_i1,1819,Isopentenyl-diphosphate Delta-isomerase
TRINITY_DN197950_c1_g1_i1,1818,Phospholipase D delta
TRINITY_DN216641_c0_g1_i1,1817,E3 ubiquitin-protein ligase BRE1-like 2
TRINITY_DN206081_c0_g1_i3,1816,"Pentatricopeptide repeat-containing protein At3g13160, mitochondrial"
TRINITY_DN202649_c1_g1_i1,1811,SKP1-interacting partner 15
TRINITY_DN191242_c0_g1_i1,1810,NA
TRINITY_DN213977_c0_g1_i5,1809,NA
TRINITY_DN210365_c0_g1_i9,1808,NA
TRINITY_DN211232_c1_g1_i3,1806,"Translocase of chloroplast 159, chloroplastic"
TRINITY_DN208516_c0_g3_i6,1806,Probable disease resistance protein RXW24L
TRINITY_DN207203_c2_g2_i4,1803,Sugar transporter ERD6-like 6
TRINITY_DN203313_c1_g2_i8,1802,NA
TRINITY_DN213173_c2_g2_i2,1801,Putative disease resistance protein At1g50180
TRINITY_DN197131_c0_g1_i4,1800,Putative UDP-glucuronate:xylan alpha-glucuronosyltransferase 3
TRINITY_DN215967_c1_g2_i1,1799,NA
TRINITY_DN212169_c2_g1_i2,1799,RNA-binding protein 34
TRINITY_DN215784_c1_g2_i1,1798,Disease resistance protein RPP13
TRINITY_DN209603_c1_g1_i24,1798,Probable magnesium transporter NIPA8
TRINITY_DN198367_c0_g1_i2,1797,DNA excision repair protein ERCC-1
TRINITY_DN216462_c1_g2_i2,1797,Disease resistance RPP8-like protein 3
TRINITY_DN217586_c2_g1_i2,1796,NA
TRINITY_DN195710_c1_g1_i2,1794,NA
TRINITY_DN194182_c1_g1_i4,1793,Nuclear pore complex-interacting protein family member B5
TRINITY_DN206288_c0_g1_i5,1793,NA
TRINITY_DN204826_c0_g2_i1,1791,Aldehyde dehydrogenase family 3 member F1
TRINITY_DN213924_c0_g2_i2,1790,IQ domain-containing protein IQM1
TRINITY_DN190191_c0_g1_i1,1782,Putative peptidyl-tRNA hydrolase PTRHD1
TRINITY_DN214873_c0_g2_i3,1782,NA
TRINITY_DN206769_c0_g1_i1,1780,NA
TRINITY_DN210146_c0_g1_i10,1779,NA
TRINITY_DN199337_c0_g1_i1,1779,"CRS2-associated factor 1, mitochondrial"
TRINITY_DN206127_c1_g1_i3,1776,GATA transcription factor 12
TRINITY_DN211566_c1_g1_i1,1775,NA
TRINITY_DN198857_c0_g1_i1,1775,Vesicle-associated membrane protein 714
TRINITY_DN209972_c0_g1_i4,1775,Cullin-1
TRINITY_DN218222_c2_g1_i4,1774,NA
TRINITY_DN200352_c1_g1_i5,1772,NA
TRINITY_DN195453_c1_g1_i2,1771,NA
TRINITY_DN216958_c1_g1_i3,1770,Probable lysophospholipase BODYGUARD 3
TRINITY_DN198175_c1_g1_i3,1768,Exocyst complex component EXO70B2
TRINITY_DN207108_c0_g1_i1,1768,Polyadenylate-binding protein RBP45
TRINITY_DN201675_c0_g1_i3,1767,NA
TRINITY_DN195882_c1_g5_i3,1767,Transcription factor GTE12
TRINITY_DN208858_c2_g1_i16,1766,Protein EMSY-LIKE 3
TRINITY_DN190251_c0_g1_i1,1766,Uncharacterized protein At5g41620
TRINITY_DN212229_c2_g1_i6,1766,NA
TRINITY_DN185562_c0_g1_i3,1765,Autonomous transposable element EN-1 mosaic protein
TRINITY_DN200941_c0_g1_i1,1762,NA
TRINITY_DN198945_c0_g1_i2,1762,"Glycerol-3-phosphate dehydrogenase SDP6, mitochondrial"
TRINITY_DN202527_c0_g1_i1,1759,NA
TRINITY_DN194772_c0_g1_i1,1759,NA
TRINITY_DN211730_c2_g3_i1,1759,Beta-galactosidase 4
TRINITY_DN201363_c0_g1_i6,1758,NA
TRINITY_DN197848_c0_g1_i1,1758,UPF0481 protein At3g47200
TRINITY_DN191745_c1_g1_i3,1758,Receptor-like protein Cf-9 homolog
TRINITY_DN200280_c0_g1_i1,1757,NA
TRINITY_DN218208_c3_g3_i1,1757,NA
TRINITY_DN212443_c0_g1_i11,1756,Signal peptide peptidase-like 4
TRINITY_DN210643_c0_g2_i1,1755,NA
TRINITY_DN201255_c1_g1_i2,1754,NA
TRINITY_DN194023_c1_g1_i5,1750,NA
